Humidity,Visibility (km),Temperature (C)
0.69,0.6199999999999999,0.6108855935713695
0.72,0.6199999999999999,0.5966365669787094
0.79,0.983,0.5728605749316544
0.85,0.9289999999999998,0.553309584955679
0.88,0.744,0.5305277110429957
0.92,0.744,0.5386463424736974
0.82,0.9289999999999998,0.6073233369232045
0.96,0.26699999999999996,0.5286223179521168
0.96,0.25599999999999995,0.5048463259050617
0.95,0.296,0.50981691657692
0.96,0.182,0.5121365255571204
0.93,0.363,0.5428713445447768
0.81,0.597,0.592163035374037
0.78,0.6009999999999999,0.6185900091127496
0.77,0.615,0.6383066854444537
0.68,0.688,0.6586861071990723
0.62,0.6999999999999998,0.6714439565901749
0.64,0.6999999999999998,0.6798111175544694
0.47,0.711,0.697208184905973
0.51,0.6999999999999998,0.6962969099494656
0.55,0.696,0.6967111258387872
0.53,0.7079999999999999,0.6967939690166516
0.64,0.696,0.6797282743766051
0.62,0.6199999999999999,0.6707812111672604
0.61,0.6429999999999999,0.6547096346615857
0.72,0.6199999999999999,0.6352414878634745
0.75,0.983,0.6269571700770442
0.75,0.9289999999999998,0.6296909949465662
0.75,0.983,0.6276199154999587
0.72,0.983,0.6351586446856102
0.92,0.125,0.5684698865048463
0.83,0.696,0.604506668875818
0.85,0.9259999999999998,0.6041752961643609
0.86,0.8800000000000002,0.6045895120536825
0.85,0.696,0.5962223510893878
0.85,0.6999999999999998,0.5962223510893878
0.82,0.688,0.5949797034214233
0.8,0.6999999999999998,0.5948140170656947
0.83,0.6999999999999998,0.602849805318532
0.78,0.6429999999999999,0.6460111009858339
0.78,0.696,0.6522243393256566
0.67,0.696,0.6697870930328889
0.71,0.6849999999999998,0.6700356225664817
0.69,0.696,0.6791483721315551
0.69,0.696,0.6791483721315551
0.69,0.6849999999999998,0.677740038107862
0.71,0.696,0.6559522823295503
0.93,0.324,0.609642945903405
0.93,0.5,0.6109684367492338
0.93,0.6199999999999999,0.6073233369232045
0.91,0.9259999999999998,0.5990390191367742
0.9,0.906,0.5995360782039599
0.8,0.983,0.5452737967028416
0.79,0.983,0.5717007704415542
0.93,0.7079999999999999,0.5433684036119626
0.77,0.983,0.5703752795957254
0.83,0.983,0.5431198740783697
0.83,0.9289999999999998,0.5523983099991716
0.78,0.983,0.5678899842597962
0.89,0.696,0.5211664319443294
0.84,0.6849999999999998,0.5474277193273135
0.73,0.6199999999999999,0.5952282329550163
0.67,0.6199999999999999,0.6214895203380002
0.67,0.6429999999999999,0.6361527628199819
0.71,0.6199999999999999,0.6546267914837214
0.61,0.6999999999999998,0.6573606163532434
0.57,0.711,0.6723552315466823
0.51,0.6999999999999998,0.6768287631513545
0.53,0.6999999999999998,0.6775743517521333
0.61,0.7079999999999999,0.6554552232623644
0.71,0.696,0.623063540717422
0.76,0.696,0.621406677160136
0.8,0.6849999999999998,0.596553723800845
0.86,0.615,0.5627537072322095
0.86,0.9689999999999999,0.5422914422997267
0.9,0.914,0.5537238008450005
0.92,0.983,0.5896777400381079
0.91,0.038,0.5737718498881619
0.95,0.22599999999999995,0.5945654875321018
0.94,0.038,0.550327230552564
0.94,0.038,0.5199237842763649
0.95,0.06899999999999999,0.5654046889238672
0.99,0.031999999999999994,0.5641620412559026
0.99,0.026999999999999996,0.5648247866788171
0.98,0.043,0.5809792063623562
0.99,0.13699999999999998,0.5958909783779307
0.92,0.26099999999999995,0.6207439317372215
0.82,0.39199999999999996,0.6461767873415625
0.86,0.39399999999999996,0.6380581559108609
0.82,0.509,0.6380581559108609
0.87,0.428,0.6260458951205369
0.81,0.4519999999999999,0.6521414961477923
0.86,0.4519999999999999,0.6373954104879465
0.89,0.39199999999999996,0.6212409908044073
0.95,0.295,0.6059150028995113
0.95,0.324,0.6055836301880542
0.98,0.362,0.5982105873581312
0.99,0.38499999999999995,0.5962223510893878
0.96,0.38499999999999995,0.5955596056664734
0.96,0.23799999999999996,0.5810620495402204
0.96,0.27999999999999997,0.5852042084334357
0.96,0.19399999999999998,0.5853698947891642
0.96,0.112,0.5452737967028416
0.96,0.24100000000000002,0.5838787175876068
0.96,0.23999999999999996,0.5832159721646923
0.96,0.20199999999999999,0.5852042084334357
0.93,0.04,0.5915002899511226
1.0,0.07799999999999999,0.5918316626625798
0.96,0.146,0.6016900008284319
0.96,0.25,0.6035125507414465
0.9,0.27899999999999997,0.6197498136028499
0.94,0.389,0.6097257890812693
0.86,0.38499999999999995,0.6379753127329966
0.75,0.6999999999999998,0.6704498384558033
0.76,0.6849999999999998,0.6566150277524647
0.74,0.6999999999999998,0.6725209179024108
0.76,0.6999999999999998,0.6410405103139758
0.72,0.688,0.6735978792146469
0.77,0.6999999999999998,0.6552066937287715
0.82,0.6999999999999998,0.6382238422665895
0.88,0.598,0.6219865794051861
0.92,0.5049999999999999,0.5948140170656947
0.95,0.066,0.5786595973821557
0.95,0.111,0.5787424405600199
0.96,0.066,0.560682627785602
0.96,0.20899999999999996,0.5420429127661338
0.96,0.277,0.5603512550741447
0.99,0.11899999999999998,0.5366581062049541
0.96,0.10899999999999999,0.5455223262364345
0.96,0.14699999999999996,0.5447767376356558
1.0,0.018,0.5200066274542292
0.99,0.10899999999999999,0.5452737967028416
0.93,0.159,0.5799850882279844
0.98,0.391,0.5980449010024025
0.88,0.6199999999999999,0.6242233452075223
0.72,0.688,0.6682959158313314
0.64,0.6999999999999998,0.6957170077044157
0.68,0.6999999999999998,0.6804738629773839
0.53,0.6919999999999998,0.7112915251429046
0.62,0.6999999999999998,0.7126170159887334
0.56,0.6999999999999998,0.7126170159887334
0.58,0.7079999999999999,0.7127827023444621
0.63,0.696,0.6979537735067518
0.62,0.696,0.6735150360367824
0.74,0.6199999999999999,0.6454311987407838
0.91,0.6199999999999999,0.5996189213818244
0.89,0.983,0.5958909783779307
0.92,0.9289999999999998,0.5835473448761495
0.95,0.9199999999999998,0.5707066523071825
0.93,0.6089999999999999,0.5693811614613538
0.95,0.295,0.566150277524646
0.96,0.25,0.5528125258884932
0.96,0.12599999999999997,0.5372380084500042
0.96,0.10799999999999998,0.5446938944577915
0.93,0.048999999999999995,0.5316046723552317
0.93,0.6089999999999999,0.5912517604175296
0.84,0.593,0.6297738381244306
0.68,0.6199999999999999,0.6926518101234365
0.6,0.6199999999999999,0.7119542705658191
0.55,0.623,0.7270317289371222
0.46,0.9859999999999999,0.7225581973324497
0.48,0.6999999999999998,0.7460856598459118
0.5,0.711,0.7430204622649326
0.38,0.6239999999999999,0.7522988981857345
0.37,0.6239999999999999,0.7529616436086489
0.41,0.711,0.7296827106287798
0.45,0.6239999999999999,0.7142738795460195
0.68,0.6199999999999999,0.6818821970010771
0.65,0.6199999999999999,0.673100820147461
0.82,0.6199999999999999,0.6214895203380002
0.89,0.983,0.6114654958164196
0.89,0.6199999999999999,0.5970507828680309
0.95,0.391,0.5790738132714771
0.95,0.391,0.5703752795957254
0.8,0.8800000000000002,0.5979620578245382
0.96,0.23799999999999996,0.5603512550741447
0.95,0.20899999999999996,0.5456051694142988
0.94,0.266,0.5426228150111839
1.0,0.046,0.5279595725292023
0.99,0.25599999999999995,0.576008615690498
0.82,0.5179999999999999,0.6345787424405601
0.65,0.6199999999999999,0.693645928257808
0.49,0.6199999999999999,0.7278601607157651
0.49,0.6849999999999998,0.7417778145969682
0.47,0.696,0.7537072322094276
0.37,0.6199999999999999,0.7550327230552565
0.37,0.6429999999999999,0.769944495070831
0.4,0.6199999999999999,0.7698616518929668
0.37,0.6199999999999999,0.7701930246044238
0.32,0.6429999999999999,0.769944495070831
0.44,0.6199999999999999,0.7536243890315633
0.48,0.6199999999999999,0.7298483969845083
0.51,0.6199999999999999,0.6977880871510233
0.63,0.6199999999999999,0.6677160135862813
0.72,0.983,0.6355728605749317
0.87,0.9289999999999998,0.6084002982354404
0.89,0.983,0.602849805318532
0.89,0.9259999999999998,0.5941512716427803
0.84,0.9289999999999998,0.589429210504515
0.8,0.9259999999999998,0.5924944080854943
0.8,0.9199999999999998,0.5929086239748158
0.86,0.8749999999999999,0.5717836136194185
0.99,0.37999999999999995,0.5428713445447768
0.9,0.615,0.6005301963383316
0.78,0.615,0.6370640377764891
0.74,0.6199999999999999,0.6718581724794964
0.67,0.6199999999999999,0.6981194598624805
0.57,0.6429999999999999,0.7303454560516942
0.54,0.696,0.7474939938696049
0.5,0.696,0.7553640957667138
0.47,0.7079999999999999,0.7701101814265596
0.47,0.6199999999999999,0.7706072404937454
0.38,0.6199999999999999,0.7706072404937454
0.42,0.6429999999999999,0.757932234280507
0.44,0.6199999999999999,0.7536243890315633
0.47,0.6199999999999999,0.7281086902493581
0.58,0.6429999999999999,0.6845331786927347
0.72,0.6199999999999999,0.6521414961477923
0.72,0.983,0.6439400215392264
0.76,0.9289999999999998,0.6310993289702593
0.82,0.983,0.6117968685278768
0.83,0.983,0.6031811780299894
0.77,0.9289999999999998,0.6189213818242069
0.88,0.983,0.5710380250186398
0.92,0.9609999999999999,0.5696296909949466
0.91,0.924,0.5667301797696961
0.92,0.682,0.5620081186314307
0.9,0.6089999999999999,0.6166846160218706
0.74,0.6429999999999999,0.6629111092701517
0.65,0.6199999999999999,0.6942258305028581
0.59,0.6199999999999999,0.7288542788501369
0.53,0.646,0.7501449755612626
0.48,0.6999999999999998,0.7547013503437991
0.47,0.696,0.7712699859166599
0.35,0.7079999999999999,0.7712699859166599
0.44,0.696,0.7708557700273382
0.32,0.696,0.7867616601772844
0.35,0.6429999999999999,0.7723469472288957
0.45,0.6199999999999999,0.7470797779802836
0.52,0.6199999999999999,0.7295170242730513
0.62,0.6429999999999999,0.6856101400049708
0.67,0.6199999999999999,0.6697870930328889
0.75,0.6199999999999999,0.6518101234363352
0.79,0.7409999999999999,0.6513130643691493
0.72,0.983,0.6436086488277691
0.75,0.983,0.6276199154999587
0.9,0.748,0.6161875569546849
0.82,0.983,0.604506668875818
0.83,0.983,0.6034297075635823
0.92,0.9480000000000001,0.5835473448761495
0.86,0.6199999999999999,0.5972164692237596
0.78,0.6199999999999999,0.6355728605749317
0.74,0.6199999999999999,0.6503189462347777
0.72,0.6199999999999999,0.6702013089222103
0.73,0.6199999999999999,0.6791483721315551
0.72,0.6199999999999999,0.6804738629773839
0.67,0.6199999999999999,0.697456714439566
0.67,0.6199999999999999,0.7136939773009694
0.62,0.6199999999999999,0.7154336840361197
0.62,0.6199999999999999,0.7295170242730513
0.67,0.6199999999999999,0.73026261287383
0.66,0.6199999999999999,0.7150194681467982
0.71,0.6199999999999999,0.6977880871510233
0.77,0.6199999999999999,0.6808880788667053
0.82,0.6849999999999998,0.6443542374285478
0.89,0.615,0.6242233452075223
0.86,0.7389999999999999,0.6301052108358878
0.86,0.7259999999999999,0.624140502029658
0.9,0.744,0.6131223593737056
0.9,0.744,0.6135365752630272
0.74,0.9289999999999998,0.5861154833899429
0.83,0.9259999999999998,0.6283655041007374
0.86,0.9199999999999998,0.6208267749150858
0.9,0.8749999999999999,0.6131223593737056
0.9,0.615,0.6200811863143071
0.84,0.606,0.6355728605749317
0.74,0.5859999999999999,0.6508988484798277
0.65,0.615,0.6687101317206529
0.58,0.615,0.6929003396570294
0.6,0.6199999999999999,0.6960483804158728
0.54,0.6239999999999999,0.7114572114986332
0.5,0.6239999999999999,0.7281086902493581
0.46,0.646,0.7278601607157651
0.43,0.6239999999999999,0.7291028083837298
0.41,0.6999999999999998,0.7298483969845083
0.45,0.711,0.713031231878055
0.51,0.6999999999999998,0.6970424985502445
0.59,0.696,0.6794797448430122
0.66,0.615,0.6557865959738216
0.72,0.6999999999999998,0.636732665065032
0.65,0.9199999999999998,0.6290282495236518
0.6,0.9289999999999998,0.6212409908044073
0.65,0.983,0.5969679396901666
0.66,0.983,0.5886836219037364
0.62,0.9289999999999998,0.5747659680225334
0.73,0.983,0.5644934139673599
0.71,0.9259999999999998,0.5717836136194185
0.69,0.9289999999999998,0.5714522409079613
0.71,0.6199999999999999,0.5634992958329883
0.71,0.6199999999999999,0.5797365586943916
0.67,0.6429999999999999,0.6055007870101898
0.6,0.696,0.6377267831994037
0.59,0.6199999999999999,0.6393836467566897
0.56,0.6429999999999999,0.6559522823295503
0.46,0.6199999999999999,0.6787341562422335
0.46,0.6199999999999999,0.6808052356888412
0.41,0.6429999999999999,0.6944743600364511
0.43,0.6199999999999999,0.6815508242896198
0.51,0.6199999999999999,0.6811366084002983
0.47,0.6429999999999999,0.6721895451909536
0.52,0.6199999999999999,0.655620909618093
0.47,0.6199999999999999,0.623891972496065
0.55,0.6429999999999999,0.6064120619666971
0.52,0.6199999999999999,0.5958909783779307
0.57,0.983,0.5876066605915004
0.59,0.9289999999999998,0.5796537155165273
0.9,0.9089999999999999,0.5419600695882695
0.9,0.7249999999999999,0.5355811448927181
0.77,0.9289999999999998,0.5221605500787011
0.93,0.7249999999999999,0.5294507497307598
0.93,0.6009999999999999,0.5252257476596802
0.95,0.6019999999999999,0.4758512136525558
0.93,0.028999999999999995,0.5006213238339823
1.0,0.363,0.5017811283240826
1.0,0.33499999999999996,0.5684698865048463
0.78,0.592,0.600364509982603
0.77,0.6910000000000001,0.6199983431364429
0.63,0.7079999999999999,0.6515615939027422
0.57,0.6999999999999998,0.6707812111672604
0.5,0.6999999999999998,0.679396901665148
0.54,0.6769999999999998,0.6582718913097507
0.46,0.6999999999999998,0.6784027835307763
0.45,0.6999999999999998,0.679396901665148
0.5,0.7079999999999999,0.6712782702344462
0.65,0.696,0.6397150194681468
0.7,0.983,0.6072404937453402
0.74,0.6199999999999999,0.6026012757849392
0.72,0.6199999999999999,0.5951453897771519
0.71,0.983,0.5934885262198659
0.74,0.9289999999999998,0.5716179272636899
0.57,0.983,0.5862811697456716
0.6,0.983,0.577665479247784
0.6,0.9289999999999998,0.5905890149946152
0.64,0.983,0.568635572860575
0.67,0.983,0.5668958661254246
0.72,0.9289999999999998,0.525142904481816
0.68,0.6199999999999999,0.5316046723552317
0.67,0.6199999999999999,0.5763399884019552
0.66,0.9509999999999998,0.5871096015243145
0.55,0.6199999999999999,0.6211581476265431
0.54,0.6199999999999999,0.6373954104879465
0.47,0.711,0.6524728688592495
0.51,0.696,0.6403777648910612
0.44,0.696,0.6549581641951787
0.43,0.7079999999999999,0.6712782702344462
0.43,0.696,0.6784027835307763
0.38,0.696,0.6787341562422335
0.39,0.7079999999999999,0.6706983679893961
0.38,0.696,0.6697870930328889
0.45,0.6199999999999999,0.6373125673100821
0.47,0.6429999999999999,0.6209924612708144
0.57,0.6199999999999999,0.5977135282909453
0.59,0.983,0.5966365669787094
0.56,0.9509999999999998,0.6040096098086324
0.76,0.983,0.5427056581890481
0.71,0.983,0.5321017314224175
0.91,0.21399999999999997,0.48653798359705086
0.78,0.983,0.5006213238339823
0.82,0.983,0.48421837461685036
0.82,0.924,0.5012012260790324
0.84,0.6799999999999999,0.5108110347112916
0.84,0.6799999999999999,0.49614779222931
0.89,0.696,0.474277193273134
0.96,0.495,0.47792229309916334
0.95,0.37999999999999995,0.4930825946483308
0.95,0.6249999999999999,0.506254659928755
0.94,0.6999999999999998,0.49465661502775254
0.81,0.6999999999999998,0.5658189048131887
0.74,0.688,0.5827189130975066
0.7,0.6999999999999998,0.5989561759589098
0.67,0.696,0.6059150028995113
0.62,0.7079999999999999,0.6004473531604674
0.69,0.696,0.5979620578245382
0.75,0.696,0.5658189048131887
0.78,0.6199999999999999,0.529782122442217
0.87,0.6199999999999999,0.5120536823792562
0.91,0.983,0.4987159307431034
0.91,0.8800000000000002,0.48695219948637236
0.95,0.5049999999999999,0.47518846822964134
0.95,0.20899999999999996,0.4387374699693481
0.89,0.932,0.5515698782205286
0.92,0.295,0.45605169414298735
0.92,0.324,0.438157567724298
0.92,0.368,0.4508325739375363
0.96,0.031999999999999994,0.42034628448347283
1.0,0.16999999999999998,0.45273796702841523
0.93,0.353,0.4894374948223014
0.88,0.696,0.5107281915334273
0.79,0.6199999999999999,0.580399304117306
0.7,0.6849999999999998,0.6049208847651397
0.63,0.696,0.6214895203380002
0.51,0.696,0.6366498218871677
0.57,0.7079999999999999,0.622483638472372
0.51,0.696,0.6373125673100821
0.54,0.6199999999999999,0.6376439400215393
0.5,0.6429999999999999,0.6383066854444537
0.51,0.696,0.6362356059978461
0.59,0.696,0.6193355977135284
0.64,0.6199999999999999,0.6059150028995113
0.59,0.696,0.6196669704249855
0.69,0.983,0.6035125507414465
0.74,0.924,0.6019385303620248
0.8,0.9769999999999999,0.5876066605915004
0.88,0.9769999999999999,0.5717836136194185
0.91,0.615,0.4693066026012758
0.92,0.9289999999999998,0.5631679231215311
0.93,0.744,0.5620909618092951
0.95,0.416,0.5531438985999504
0.99,0.6759999999999999,0.5424571286554554
0.95,0.24700000000000003,0.47684533178692745
0.93,0.22799999999999995,0.48314141330461446
0.92,0.23300000000000004,0.4432938447518847
0.85,0.6910000000000001,0.4466075718664569
0.82,0.444,0.4468561014000497
0.86,0.491,0.45364924198492257
0.93,0.682,0.4537320851627869
0.93,0.6179999999999999,0.46110512799270986
0.86,0.495,0.47518846822964134
0.93,0.6910000000000001,0.4482644354237429
0.93,0.6469999999999999,0.4476845331786928
0.93,0.509,0.42904481815922463
0.92,0.5,0.4422997266175131
0.93,0.45799999999999996,0.44039433352663415
0.93,0.6859999999999999,0.44967276944743606
0.93,0.5,0.4413056084831415
0.87,0.5599999999999999,0.43625217463341903
0.92,0.615,0.43235854527379675
0.92,0.615,0.4311158976058322
0.83,0.8639999999999999,0.42887913180349607
0.86,0.615,0.44080854941595565
0.83,0.615,0.44834727860160717
0.89,0.5599999999999999,0.43235854527379675
0.86,0.6910000000000001,0.43252423162952536
0.83,0.6199999999999999,0.435423742854776
0.84,0.6199999999999999,0.43186148620661097
0.65,0.6199999999999999,0.4754369977632343
0.67,0.696,0.4881948471543369
0.64,0.711,0.5124678982685776
0.57,0.696,0.5036036782370972
0.5,0.696,0.5191781956755862
0.55,0.7079999999999999,0.5638306685444454
0.46,0.696,0.5782453814928341
0.42,0.696,0.5644934139673599
0.42,0.7079999999999999,0.5774997928920554
0.49,0.696,0.5641620412559026
0.57,0.696,0.5313561428216387
0.63,0.6849999999999998,0.5226576091458869
0.75,0.696,0.4886090630436584
0.76,0.983,0.44942423991384317
0.77,0.9289999999999998,0.45182669207190795
0.82,0.9769999999999999,0.44743600364509983
0.85,0.37999999999999995,0.4109850053848066
0.81,0.9289999999999998,0.4720404274707979
0.85,0.972,0.42763648413553146
0.92,0.915,0.4109021622069423
0.9,0.8479999999999999,0.4454477673763566
0.92,0.37999999999999995,0.4275536409576672
0.92,0.28500000000000003,0.4275536409576672
0.82,0.36499999999999994,0.4967276944743601
0.66,0.6199999999999999,0.5292850633750311
0.54,0.6199999999999999,0.5784110678485628
0.48,0.6849999999999998,0.5781625383149698
0.43,0.696,0.5958909783779307
0.41,0.696,0.6049208847651397
0.38,0.6429999999999999,0.6055007870101898
0.4,0.6199999999999999,0.6059150028995113
0.46,0.6199999999999999,0.6204125590257643
0.48,0.6429999999999999,0.6074890232789331
0.49,0.6199999999999999,0.5979620578245382
0.57,0.6199999999999999,0.5654875321017315
0.62,0.6199999999999999,0.5339242813354321
0.68,0.6199999999999999,0.5042664236600116
0.65,0.983,0.5127992709800349
0.69,0.9289999999999998,0.5048463259050617
0.74,0.983,0.48463259050617186
